record,error,threshold,label
51759,0.0007122431,0.0006202863,1
51762,0.0007122431,0.0006202863,1
51783,0.0022503836,0.0006202863,1
51791,0.0157015658,0.0006202863,1
51826,0.0008464672,0.0006202863,1
51859,0.0077302268,0.0006202863,1
51870,0.0080037685,0.0006202863,1
51953,0.0190136019,0.0006202863,1
51975,0.0029875367,0.0006202863,1
51986,0.0013976284,0.0006202863,1
51998,0.0027713931,0.0006202863,1
52033,0.0060561880,0.0006202863,1
52064,0.0010425818,0.0006202863,1
52094,0.0054021033,0.0006202863,1
52095,0.0008071520,0.0006202863,1
52100,0.0018785883,0.0006202863,1
52172,0.0191616876,0.0006202863,1
52250,0.0020162873,0.0006202863,1
52281,0.0054538452,0.0006202863,1
52298,0.0031133620,0.0006202863,1
52301,0.0006833919,0.0006202863,1
52302,0.0031133620,0.0006202863,1
52315,0.0022506048,0.0006202863,1
52321,0.0077302268,0.0006202863,1
52325,0.0077302268,0.0006202863,1
52326,0.0016985338,0.0006202863,1
52338,0.0070643148,0.0006202863,1
52341,0.0006379690,0.0006202863,1
52344,0.0047661640,0.0006202863,1
52347,0.0034582431,0.0006202863,1
52361,0.0054141989,0.0006202863,1
52453,0.0033856226,0.0006202863,1
52513,0.0006934189,0.0006202863,1
52519,0.0006934189,0.0006202863,1
52534,0.0116890703,0.0006202863,1
52545,0.0068541527,0.0006202863,1
52547,0.0007075113,0.0006202863,1
52574,0.0060561880,0.0006202863,1
52577,0.0057983689,0.0006202863,1
52581,0.0007540412,0.0006202863,1
52583,0.0055883030,0.0006202863,1
52589,0.0105585545,0.0006202863,1
52605,0.0102024829,0.0006202863,1
52636,0.0006934189,0.0006202863,1
52640,0.0006934189,0.0006202863,1
52644,0.0006934189,0.0006202863,1
52663,0.0033276215,0.0006202863,1
52709,0.0009144340,0.0006202863,1
52714,0.0201876570,0.0006202863,1
52717,0.0022297388,0.0006202863,1
52718,0.0023984576,0.0006202863,1
52719,0.0008561131,0.0006202863,1
52733,0.0013709035,0.0006202863,1
52734,0.0006579818,0.0006202863,1
52737,0.0007702492,0.0006202863,1
52740,0.0007702492,0.0006202863,1
52743,0.0007702492,0.0006202863,1
52754,0.0055876095,0.0006202863,1
52755,0.0009099611,0.0006202863,1
52756,0.0088633124,0.0006202863,1
52757,0.0062310856,0.0006202863,1
52761,0.0717525638,0.0006202863,1
52767,0.0304195104,0.0006202863,1
52771,0.0007702492,0.0006202863,1
52774,0.0296889647,0.0006202863,1
52776,0.0088633124,0.0006202863,1
52777,0.0031133620,0.0006202863,1
52783,0.0012323075,0.0006202863,1
52785,0.0015556360,0.0006202863,1
52798,0.0009202214,0.0006202863,1
52809,0.0006953741,0.0006202863,1
52827,0.0542939807,0.0006202863,1
52837,0.0096704077,0.0006202863,1
52838,0.0011707585,0.0006202863,1
52843,0.0096704077,0.0006202863,1
52856,0.0096704077,0.0006202863,1
52863,0.0027711911,0.0006202863,1
52865,0.0042467473,0.0006202863,1
52887,0.0008613238,0.0006202863,1
52902,0.0167666256,0.0006202863,1
52914,0.0007681226,0.0006202863,1
52930,0.0038159240,0.0006202863,1
52936,0.0014043875,0.0006202863,1
52945,0.0055725404,0.0006202863,1
52947,0.0064966153,0.0006202863,1
52962,0.0099463731,0.0006202863,1
52972,0.0029772975,0.0006202863,1
52980,0.0007870930,0.0006202863,1
52987,0.0008613238,0.0006202863,1
52997,0.0007825537,0.0006202863,1
53000,0.0006204417,0.0006202863,1
53002,0.0009191684,0.0006202863,1
53004,0.0011376384,0.0006202863,1
53006,0.0008613238,0.0006202863,1
53007,0.0006934189,0.0006202863,1
53013,0.0013976284,0.0006202863,1
53020,0.0068541527,0.0006202863,1
53026,0.0094110990,0.0006202863,1
53033,0.0056573806,0.0006202863,1
53034,0.0010155503,0.0006202863,1
53043,0.0009581683,0.0006202863,1
53048,0.0009628448,0.0006202863,1
53049,0.0053207050,0.0006202863,1
53063,0.0008613238,0.0006202863,1
53067,0.0060096753,0.0006202863,1
53072,0.0009581683,0.0006202863,1
53082,0.0008613238,0.0006202863,1
53087,0.0109657772,0.0006202863,1
53092,0.0109657772,0.0006202863,1
53109,0.0016860895,0.0006202863,1
53113,0.0007891864,0.0006202863,1
53116,0.0052229996,0.0006202863,1
53126,0.0184044237,0.0006202863,1
53128,0.0007147133,0.0006202863,1
53136,0.0046960091,0.0006202863,1
53156,0.0100363820,0.0006202863,1
53157,0.0129786003,0.0006202863,1
53162,0.0144917062,0.0006202863,1
53164,0.0011299479,0.0006202863,1
53165,0.0129786003,0.0006202863,1
53166,0.0011673371,0.0006202863,1
53200,0.0050148985,0.0006202863,1
53204,0.0030080025,0.0006202863,1
53208,0.0742445063,0.0006202863,1
53210,0.0202044749,0.0006202863,1
53214,0.0030080025,0.0006202863,1
53240,0.0074499242,0.0006202863,1
53245,0.0071488815,0.0006202863,1
53247,0.0054744888,0.0006202863,1
53249,0.0052258899,0.0006202863,1
53269,0.0007702492,0.0006202863,1
53271,0.0006631013,0.0006202863,1
53273,0.0062733927,0.0006202863,1
53274,0.0007702492,0.0006202863,1
53280,0.0007702492,0.0006202863,1
53286,0.0007702492,0.0006202863,1
53290,0.0060313180,0.0006202863,1
53292,0.0071488815,0.0006202863,1
53294,0.0006946525,0.0006202863,1
53295,0.0048525765,0.0006202863,1
53296,0.0011728051,0.0006202863,1
53300,0.0088633124,0.0006202863,1
53309,0.0088633124,0.0006202863,1
53337,0.0018815712,0.0006202863,1
53351,0.0094477986,0.0006202863,1
53363,0.0016878151,0.0006202863,1
53379,0.0016878100,0.0006202863,1
53407,0.0011719962,0.0006202863,1
53419,0.0051465675,0.0006202863,1
53424,0.0051465675,0.0006202863,1
53434,0.0025665849,0.0006202863,1
53441,0.0140313137,0.0006202863,1
53448,0.0023956230,0.0006202863,1
53465,0.0141585419,0.0006202863,1
53477,0.0137745787,0.0006202863,1
53493,0.0013976284,0.0006202863,1
53506,0.0052258899,0.0006202863,1
53515,0.0013976284,0.0006202863,1
53516,0.0128885065,0.0006202863,1
53517,0.0083166550,0.0006202863,1
53521,0.0083166550,0.0006202863,1
53527,0.0007330882,0.0006202863,1
53532,0.0008188346,0.0006202863,1
53538,0.0008613238,0.0006202863,1
53562,0.0010732318,0.0006202863,1
53568,0.0613206962,0.0006202863,1
53570,0.0231713510,0.0006202863,1
53574,0.0007147133,0.0006202863,1
53581,0.0010220461,0.0006202863,1
53603,0.0066724044,0.0006202863,1
53611,0.0068141236,0.0006202863,1
53623,0.0024471286,0.0006202863,1
53627,0.0094477986,0.0006202863,1
53643,0.0018336599,0.0006202863,1
53650,0.0016878146,0.0006202863,1
53653,0.0016878146,0.0006202863,1
53657,0.0016878151,0.0006202863,1
53658,0.0031133620,0.0006202863,1
53661,0.0016878151,0.0006202863,1
53665,0.0016878151,0.0006202863,1
53669,0.0016878151,0.0006202863,1
53673,0.0016878151,0.0006202863,1
53679,0.0016878100,0.0006202863,1
53680,0.0192806539,0.0006202863,1
53707,0.0095771276,0.0006202863,1
53715,0.0131793245,0.0006202863,1
53719,0.0051465675,0.0006202863,1
53743,0.0018046443,0.0006202863,1
53746,0.0018844089,0.0006202863,1
53754,0.0037839686,0.0006202863,1
53772,0.0106230697,0.0006202863,1
53789,0.0016878146,0.0006202863,1
53794,0.0016878146,0.0006202863,1
53810,0.0016878151,0.0006202863,1
53811,0.0016325075,0.0006202863,1
53813,0.0016878151,0.0006202863,1
53815,0.0093490295,0.0006202863,1
53817,0.0010169140,0.0006202863,1
53818,0.0016878100,0.0006202863,1
53821,0.0023069402,0.0006202863,1
53829,0.0016878100,0.0006202863,1
53834,0.0167312837,0.0006202863,1
53839,0.0055553374,0.0006202863,1
53845,0.0088633124,0.0006202863,1
53865,0.0051465675,0.0006202863,1
53878,0.0013942691,0.0006202863,1
53908,0.0008011876,0.0006202863,1
53910,0.0168934306,0.0006202863,1
53918,0.0027934629,0.0006202863,1
53923,0.0006934189,0.0006202863,1
53946,0.0127519700,0.0006202863,1
53971,0.0096704077,0.0006202863,1
53987,0.0061823272,0.0006202863,1
53994,0.0017767262,0.0006202863,1
53995,0.0007351735,0.0006202863,1
54002,0.0064795919,0.0006202863,1
54028,0.0007254779,0.0006202863,1
54042,0.0095936251,0.0006202863,1
54078,0.0009203416,0.0006202863,1
54085,0.0006540631,0.0006202863,1
54111,0.0006991720,0.0006202863,1
54124,0.0018483550,0.0006202863,1
54126,0.0007702492,0.0006202863,1
54128,0.0008796763,0.0006202863,1
54131,0.0060313180,0.0006202863,1
54134,0.0060297026,0.0006202863,1
54139,0.0088633124,0.0006202863,1
54145,0.0088633124,0.0006202863,1
54162,0.0007491488,0.0006202863,1
54167,0.0007885460,0.0006202863,1
54174,0.0060096753,0.0006202863,1
54213,0.0009245783,0.0006202863,1
54214,0.0060297026,0.0006202863,1
54230,0.0096704077,0.0006202863,1
54236,0.0096704077,0.0006202863,1
54244,0.0096704077,0.0006202863,1
54249,0.0040342353,0.0006202863,1
54331,0.0057530517,0.0006202863,1
54349,0.0023331312,0.0006202863,1
54378,0.0013976284,0.0006202863,1
54381,0.0020433564,0.0006202863,1
54383,0.0007170621,0.0006202863,1
54386,0.0007075113,0.0006202863,1
54406,0.0009290124,0.0006202863,1
54419,0.0011791806,0.0006202863,1
54478,0.0008827271,0.0006202863,1
54501,0.0371837611,0.0006202863,1
54562,0.0048938959,0.0006202863,1
54582,0.0321128180,0.0006202863,1
54615,0.0033683395,0.0006202863,1
54617,0.0007601060,0.0006202863,1
54628,0.0055876095,0.0006202863,1
54648,0.0014468670,0.0006202863,1
54650,0.0042939153,0.0006202863,1
54651,0.0013976284,0.0006202863,1
54660,0.0013976284,0.0006202863,1
54667,0.0013976284,0.0006202863,1
54670,0.0106230697,0.0006202863,1
54677,0.0006871086,0.0006202863,1
54678,0.0198246689,0.0006202863,1
54686,0.0084177545,0.0006202863,1
54692,0.0312467358,0.0006202863,1
54706,0.0013976284,0.0006202863,1
54711,0.0025729443,0.0006202863,1
54720,0.0016878146,0.0006202863,1
54726,0.0016878151,0.0006202863,1
54729,0.0018906768,0.0006202863,1
54732,0.0016878151,0.0006202863,1
54743,0.0037418447,0.0006202863,1
54768,0.0033125166,0.0006202863,1
54783,0.0007122431,0.0006202863,1
54789,0.0007122431,0.0006202863,1
54832,0.0006621420,0.0006202863,1
54847,0.0152430710,0.0006202863,1
54862,0.0237592106,0.0006202863,1
54917,0.0006354649,0.0006202863,1
54987,0.0282445584,0.0006202863,1
55030,0.0240586026,0.0006202863,1
55031,0.0014933319,0.0006202863,1
55037,0.0051624454,0.0006202863,1
55048,0.0538293508,0.0006202863,1
55067,0.0061692974,0.0006202863,1
55073,0.0034795760,0.0006202863,1
55076,0.0109394326,0.0006202863,1
55078,0.0051624454,0.0006202863,1
55084,0.0187969540,0.0006202863,1
55098,0.0195481006,0.0006202863,1
55107,0.0082672223,0.0006202863,1
55118,0.0021524793,0.0006202863,1
55128,0.0013316339,0.0006202863,1
55137,0.0068541208,0.0006202863,1
55142,0.0068541208,0.0006202863,1
55155,0.0074683388,0.0006202863,1
55174,0.0014251296,0.0006202863,1
55300,0.0252316693,0.0006202863,1
55350,0.0008613238,0.0006202863,1
55356,0.0013976284,0.0006202863,1
55392,0.0032708851,0.0006202863,1
55394,0.0017480426,0.0006202863,1
55400,0.0006947520,0.0006202863,1
55444,0.0181295275,0.0006202863,1
55463,0.0068327665,0.0006202863,1
55642,0.0024893937,0.0006202863,1
55651,0.0008201190,0.0006202863,1
55734,0.0006909846,0.0006202863,1
55748,0.0071488815,0.0006202863,1
55759,0.0007022254,0.0006202863,1
55770,0.0059638257,0.0006202863,1
55775,0.0059638257,0.0006202863,1
55780,0.0074683388,0.0006202863,1
55909,0.0042923264,0.0006202863,1
55924,0.0009285866,0.0006202863,1
55936,0.0009138171,0.0006202863,1
55940,0.0013892148,0.0006202863,1
55952,0.0088633124,0.0006202863,1
55956,0.0088633124,0.0006202863,1
55959,0.0088633124,0.0006202863,1
55965,0.0088633124,0.0006202863,1
56025,0.0127519700,0.0006202863,1
56042,0.0096704077,0.0006202863,1
56048,0.0096704077,0.0006202863,1
56057,0.0096704077,0.0006202863,1
56066,0.0096704077,0.0006202863,1
56168,0.0013976284,0.0006202863,1
56186,0.0060096753,0.0006202863,1
56207,0.0008613238,0.0006202863,1
56211,0.0009581683,0.0006202863,1
56217,0.0008613238,0.0006202863,1
56223,0.0007258581,0.0006202863,1
56257,0.0013976284,0.0006202863,1
56364,0.0184448820,0.0006202863,1
56405,0.0008613238,0.0006202863,1
56533,0.0008613238,0.0006202863,1
57193,0.0049798827,0.0006202863,1
57212,0.0029380980,0.0006202863,1
57246,0.0054346245,0.0006202863,1
57278,0.0007336649,0.0006202863,1
57289,0.0015288457,0.0006202863,1
57292,0.0015022278,0.0006202863,1
57304,0.0017860053,0.0006202863,1
57309,0.0008676173,0.0006202863,1
57312,0.0006246558,0.0006202863,1
57316,0.0007162856,0.0006202863,1
57338,0.0014992922,0.0006202863,1
57470,0.0008613238,0.0006202863,1
57474,0.0054344638,0.0006202863,1
57485,0.0068141236,0.0006202863,1
57526,0.0157015658,0.0006202863,1
57553,0.0327052517,0.0006202863,1
57626,0.0042923264,0.0006202863,1
57788,0.0099463731,0.0006202863,1
57808,0.0013674115,0.0006202863,1
57819,0.0006789525,0.0006202863,1
57824,0.0012584158,0.0006202863,1
57833,0.0019499104,0.0006202863,1
57835,0.0131763873,0.0006202863,1
57837,0.0007290495,0.0006202863,1
57844,0.0006853147,0.0006202863,1
57854,0.0013055370,0.0006202863,1
57892,0.0007722709,0.0006202863,1
57900,0.0283742068,0.0006202863,1
57930,0.0047140797,0.0006202863,1
57947,0.0007369991,0.0006202863,1
57968,0.0189583322,0.0006202863,1
57981,0.0243141681,0.0006202863,1
57996,0.0185455028,0.0006202863,1
58008,0.0054021033,0.0006202863,1
58024,0.0041878236,0.0006202863,1
58039,0.0069459006,0.0006202863,1
58082,0.0077302268,0.0006202863,1
58093,0.0131763873,0.0006202863,1
58098,0.0062733927,0.0006202863,1
58106,0.0056046054,0.0006202863,1
58110,0.0061280606,0.0006202863,1
58139,0.0010662751,0.0006202863,1
58150,0.0140047546,0.0006202863,1
58187,0.0030466845,0.0006202863,1
58199,0.0105186701,0.0006202863,1
58221,0.0053534444,0.0006202863,1
58251,0.0183426879,0.0006202863,1
58275,0.0017142062,0.0006202863,1
58288,0.0303351597,0.0006202863,1
58293,0.0036631116,0.0006202863,1
58307,0.0013976284,0.0006202863,1
58327,0.0008655639,0.0006202863,1
58331,0.0014043875,0.0006202863,1
58352,0.0057983689,0.0006202863,1
58358,0.0057983689,0.0006202863,1
58379,0.0020162873,0.0006202863,1
58415,0.0181295275,0.0006202863,1
58417,0.0031133620,0.0006202863,1
58420,0.0031133620,0.0006202863,1
58423,0.0031133620,0.0006202863,1
58426,0.0031133620,0.0006202863,1
58441,0.0066724044,0.0006202863,1
58519,0.0028285570,0.0006202863,1
58521,0.0118075125,0.0006202863,1
58525,0.0118075125,0.0006202863,1
58533,0.0031373966,0.0006202863,1
58538,0.0006379690,0.0006202863,1
58604,0.0007222156,0.0006202863,1
58609,0.0027922872,0.0006202863,1
58649,0.0051538365,0.0006202863,1
58652,0.0029091684,0.0006202863,1
58663,0.0013976284,0.0006202863,1
58666,0.0009490622,0.0006202863,1
58667,0.0013976284,0.0006202863,1
58670,0.0010256973,0.0006202863,1
58672,0.0074683388,0.0006202863,1
58729,0.0006934189,0.0006202863,1
58731,0.0046960091,0.0006202863,1
58732,0.0006934189,0.0006202863,1
58735,0.0006934189,0.0006202863,1
58741,0.0006934189,0.0006202863,1
58747,0.0013276331,0.0006202863,1
58763,0.0082207096,0.0006202863,1
58768,0.0144218405,0.0006202863,1
58785,0.0095936251,0.0006202863,1
58808,0.0036107091,0.0006202863,1
58829,0.0159991456,0.0006202863,1
58830,0.0049798827,0.0006202863,1
58834,0.0028406136,0.0006202863,1
58841,0.0008831680,0.0006202863,1
58850,0.0007702492,0.0006202863,1
58853,0.0088633124,0.0006202863,1
58856,0.0088633124,0.0006202863,1
58859,0.0088633124,0.0006202863,1
58934,0.0016878146,0.0006202863,1
58938,0.0016878146,0.0006202863,1
58941,0.0016878146,0.0006202863,1
58942,0.0016878146,0.0006202863,1
58963,0.0016878100,0.0006202863,1
58966,0.0016878100,0.0006202863,1
58975,0.0010329734,0.0006202863,1
58988,0.0094774908,0.0006202863,1
59042,0.0084353276,0.0006202863,1
59046,0.0011047279,0.0006202863,1
59065,0.0093703364,0.0006202863,1
59087,0.0012574520,0.0006202863,1
59102,0.0008514797,0.0006202863,1
59113,0.0112817734,0.0006202863,1
59151,0.0074163384,0.0006202863,1
59323,0.0052823890,0.0006202863,1
59325,0.0101253830,0.0006202863,1
59414,0.0006718807,0.0006202863,1
59474,0.0084222258,0.0006202863,1
59526,0.0009397036,0.0006202863,1
59529,0.0009397036,0.0006202863,1
59532,0.0009397036,0.0006202863,1
59534,0.0009397036,0.0006202863,1
59546,0.0006903929,0.0006202863,1
59559,0.0010700967,0.0006202863,1
59561,0.0308772576,0.0006202863,1
59563,0.0008843682,0.0006202863,1
59588,0.0069381026,0.0006202863,1
59590,0.0006805001,0.0006202863,1
59592,0.0075807848,0.0006202863,1
59748,0.0052823890,0.0006202863,1
59798,0.0168239200,0.0006202863,1
59802,0.0008866944,0.0006202863,1
59804,0.0006718028,0.0006202863,1
59836,0.0055413192,0.0006202863,1
59879,0.0045878706,0.0006202863,1
59901,0.0017606063,0.0006202863,1
59910,0.0058790006,0.0006202863,1
59912,0.0058790006,0.0006202863,1
59926,0.0006728921,0.0006202863,1
59930,0.0023737108,0.0006202863,1
59945,0.0022878837,0.0006202863,1
59962,0.0009397036,0.0006202863,1
59970,0.0217027178,0.0006202863,1
59991,0.0188816589,0.0006202863,1
59999,0.0008475559,0.0006202863,1
60027,0.0344028453,0.0006202863,1
60053,0.0007426775,0.0006202863,1
60056,0.0007480847,0.0006202863,1
60072,0.0007384999,0.0006202863,1
60118,0.0028401888,0.0006202863,1
60121,0.0028401888,0.0006202863,1
60125,0.0028401888,0.0006202863,1
60127,0.0028401888,0.0006202863,1
60140,0.0047577361,0.0006202863,1
60148,0.0006894827,0.0006202863,1
60153,0.0009397036,0.0006202863,1
60160,0.0009397036,0.0006202863,1
60161,0.0009397036,0.0006202863,1
60181,0.0010153391,0.0006202863,1
60199,0.0019227402,0.0006202863,1
60200,0.0745812685,0.0006202863,1
60202,0.0093841744,0.0006202863,1
60218,0.0024651862,0.0006202863,1
60220,0.0084488021,0.0006202863,1
60221,0.0096253922,0.0006202863,1
60223,0.0084488021,0.0006202863,1
60224,0.0096253922,0.0006202863,1
60228,0.0084353276,0.0006202863,1
60258,0.0047577361,0.0006202863,1
60284,0.0011744474,0.0006202863,1
60299,0.0028401888,0.0006202863,1
60307,0.0095234134,0.0006202863,1
60316,0.0011439957,0.0006202863,1
60324,0.0281106524,0.0006202863,1
60326,0.0343957871,0.0006202863,1
60330,0.0290731250,0.0006202863,1
60334,0.0188428751,0.0006202863,1
60337,0.0046494048,0.0006202863,1
60339,0.0058790006,0.0006202863,1
60344,0.0172597517,0.0006202863,1
60345,0.0172597517,0.0006202863,1
60347,0.0008421665,0.0006202863,1
60352,0.0160687960,0.0006202863,1
60353,0.0160687960,0.0006202863,1
60364,0.0009760172,0.0006202863,1
60369,0.0009593093,0.0006202863,1
60382,0.0031686143,0.0006202863,1
60386,0.0009593093,0.0006202863,1
60388,0.0058790006,0.0006202863,1
60389,0.0058790006,0.0006202863,1
60390,0.0028401888,0.0006202863,1
60392,0.0058790006,0.0006202863,1
60393,0.0028401888,0.0006202863,1
60394,0.0058790006,0.0006202863,1
60395,0.0028401888,0.0006202863,1
60396,0.0028401888,0.0006202863,1
60397,0.0206461970,0.0006202863,1
60401,0.0055413192,0.0006202863,1
60402,0.0019222554,0.0006202863,1
60426,0.0109946576,0.0006202863,1
60427,0.0084222258,0.0006202863,1
60432,0.0007686484,0.0006202863,1
60447,0.0012450711,0.0006202863,1
60459,0.0172597517,0.0006202863,1
60466,0.0047231191,0.0006202863,1
60467,0.0047231191,0.0006202863,1
60469,0.0006852812,0.0006202863,1
60472,0.0006852812,0.0006202863,1
60487,0.0091710907,0.0006202863,1
60500,0.0049354026,0.0006202863,1
60565,0.0125854813,0.0006202863,1
60575,0.0009397036,0.0006202863,1
60576,0.0009397036,0.0006202863,1
60598,0.0052823890,0.0006202863,1
60605,0.0101253830,0.0006202863,1
60606,0.0037400813,0.0006202863,1
60667,0.0028401888,0.0006202863,1
60680,0.0006854695,0.0006202863,1
60683,0.0006854695,0.0006202863,1
60685,0.0006854695,0.0006202863,1
60687,0.0006854695,0.0006202863,1
60688,0.0082673780,0.0006202863,1
60690,0.0008887361,0.0006202863,1
60691,0.0008887361,0.0006202863,1
60693,0.0008887361,0.0006202863,1
60694,0.0084488021,0.0006202863,1
60695,0.0058790006,0.0006202863,1
60697,0.0058790006,0.0006202863,1
60698,0.0058790006,0.0006202863,1
60704,0.0191358919,0.0006202863,1
60731,0.0014227366,0.0006202863,1
60741,0.0028401888,0.0006202863,1
60772,0.0187594737,0.0006202863,1
60774,0.0009397036,0.0006202863,1
60776,0.0009397036,0.0006202863,1
60782,0.0172305808,0.0006202863,1
60797,0.0011800220,0.0006202863,1
60804,0.0006851216,0.0006202863,1
60811,0.0006488811,0.0006202863,1
60813,0.0007839440,0.0006202863,1
60820,0.0010863906,0.0006202863,1
60822,0.0079217590,0.0006202863,1
60867,0.0007262484,0.0006202863,1
60881,0.0141310815,0.0006202863,1
60900,0.0180040747,0.0006202863,1
60907,0.0172597517,0.0006202863,1
60908,0.0046494048,0.0006202863,1
60922,0.0008914538,0.0006202863,1
60932,0.0009552915,0.0006202863,1
60943,0.0029453740,0.0006202863,1
60944,0.0035751354,0.0006202863,1
60948,0.0006852812,0.0006202863,1
60951,0.0006852812,0.0006202863,1
60953,0.0006852812,0.0006202863,1
60954,0.0016878146,0.0006202863,1
60955,0.0006852812,0.0006202863,1
60956,0.0016878146,0.0006202863,1
60960,0.0016878151,0.0006202863,1
60963,0.0016878100,0.0006202863,1
60966,0.0016878100,0.0006202863,1
60967,0.0160687960,0.0006202863,1
60968,0.0009593093,0.0006202863,1
60969,0.0016878100,0.0006202863,1
60970,0.0016878100,0.0006202863,1
60972,0.0016878100,0.0006202863,1
60977,0.0131793245,0.0006202863,1
61001,0.0182724023,0.0006202863,1
61028,0.0249706950,0.0006202863,1
61030,0.0007030349,0.0006202863,1
61033,0.0067230053,0.0006202863,1
61079,0.0028401888,0.0006202863,1
61081,0.0028401888,0.0006202863,1
61083,0.0008212797,0.0006202863,1
61086,0.0028401888,0.0006202863,1
61087,0.0029080749,0.0006202863,1
61088,0.0035717267,0.0006202863,1
61089,0.0009263609,0.0006202863,1
61123,0.0009469133,0.0006202863,1
61124,0.0058790006,0.0006202863,1
61127,0.0058790006,0.0006202863,1
61128,0.0058790006,0.0006202863,1
61139,0.0414325611,0.0006202863,1
61153,0.0010259127,0.0006202863,1
61173,0.0096253922,0.0006202863,1
61176,0.0054141989,0.0006202863,1
61178,0.0069459006,0.0006202863,1
61179,0.0012578675,0.0006202863,1
61185,0.0206097222,0.0006202863,1
61193,0.0091710907,0.0006202863,1
61198,0.0053902197,0.0006202863,1
61204,0.0110903436,0.0006202863,1
61206,0.0033930554,0.0006202863,1
61230,0.0009397036,0.0006202863,1
61233,0.0009397036,0.0006202863,1
61235,0.0009397036,0.0006202863,1
61237,0.0009397036,0.0006202863,1
61239,0.0009397036,0.0006202863,1
61241,0.0336014134,0.0006202863,1
61244,0.0336014134,0.0006202863,1
61247,0.0336014134,0.0006202863,1
61265,0.0007927881,0.0006202863,1
61272,0.0106348959,0.0006202863,1
61273,0.0099414360,0.0006202863,1
61274,0.0028401888,0.0006202863,1
61276,0.0028401888,0.0006202863,1
61287,0.0013361640,0.0006202863,1
61289,0.0009397036,0.0006202863,1
61292,0.0009397036,0.0006202863,1
61293,0.0006848471,0.0006202863,1
61300,0.0007326195,0.0006202863,1
61315,0.0013413614,0.0006202863,1
61325,0.0007207130,0.0006202863,1
61326,0.0099414360,0.0006202863,1
61330,0.0017226495,0.0006202863,1
61333,0.0033907350,0.0006202863,1
61342,0.0007043306,0.0006202863,1
61363,0.0058790006,0.0006202863,1
61366,0.0058790006,0.0006202863,1
61367,0.0058790006,0.0006202863,1
61387,0.0023089815,0.0006202863,1
61408,0.0662822683,0.0006202863,1
61425,0.0022402764,0.0006202863,1
61427,0.0007927881,0.0006202863,1
61441,0.0009739787,0.0006202863,1
61448,0.0011474589,0.0006202863,1
61453,0.0039733948,0.0006202863,1
61468,0.0025245529,0.0006202863,1
61472,0.0292714199,0.0006202863,1
61503,0.0006854695,0.0006202863,1
61505,0.0006854695,0.0006202863,1
61507,0.0006854695,0.0006202863,1
61513,0.0006854695,0.0006202863,1
61514,0.0008887361,0.0006202863,1
61515,0.0008887361,0.0006202863,1
61516,0.0008887361,0.0006202863,1
61517,0.0008887361,0.0006202863,1
61518,0.0008887361,0.0006202863,1
61527,0.0010365359,0.0006202863,1
61528,0.0008887361,0.0006202863,1
61538,0.0110450261,0.0006202863,1
61543,0.0028401888,0.0006202863,1
61544,0.0028401888,0.0006202863,1
61548,0.0028401888,0.0006202863,1
61552,0.0336014134,0.0006202863,1
61553,0.0336014134,0.0006202863,1
61554,0.0006253403,0.0006202863,1
61555,0.0336014134,0.0006202863,1
61567,0.0108323532,0.0006202863,1
61571,0.0006854695,0.0006202863,1
61574,0.0006854695,0.0006202863,1
61575,0.0006854695,0.0006202863,1
61589,0.0008887361,0.0006202863,1
61590,0.0008887361,0.0006202863,1
61594,0.0015049712,0.0006202863,1
61615,0.0045735634,0.0006202863,1
61643,0.0013417758,0.0006202863,1
61645,0.0120236359,0.0006202863,1
61647,0.0039346471,0.0006202863,1
61648,0.0006854695,0.0006202863,1
61650,0.0006854695,0.0006202863,1
61652,0.0006854695,0.0006202863,1
61654,0.0006854695,0.0006202863,1
61656,0.0008887361,0.0006202863,1
61663,0.0006733196,0.0006202863,1
61670,0.0007030339,0.0006202863,1
61677,0.0015477832,0.0006202863,1
61678,0.0015477832,0.0006202863,1
61679,0.0681514129,0.0006202863,1
61700,0.0009341073,0.0006202863,1
61701,0.0058790006,0.0006202863,1
61702,0.0058790006,0.0006202863,1
61703,0.0058790006,0.0006202863,1
61704,0.0008887361,0.0006202863,1
61706,0.0102554959,0.0006202863,1
61711,0.0010491494,0.0006202863,1
61715,0.0063016041,0.0006202863,1
61732,0.0336014134,0.0006202863,1
61733,0.0336014134,0.0006202863,1
61734,0.0336014134,0.0006202863,1
61735,0.0336014134,0.0006202863,1
61754,0.0336014134,0.0006202863,1
61755,0.0336014134,0.0006202863,1
61758,0.0006854695,0.0006202863,1
61761,0.0006854695,0.0006202863,1
61762,0.0006854695,0.0006202863,1
61763,0.0008887361,0.0006202863,1
61765,0.0008887361,0.0006202863,1
61766,0.0008887361,0.0006202863,1
61767,0.0008887361,0.0006202863,1
61774,0.0025779834,0.0006202863,1
61782,0.0062307439,0.0006202863,1
61783,0.0062307439,0.0006202863,1
61784,0.0053091294,0.0006202863,1
61787,0.0008021256,0.0006202863,1
61791,0.0006870505,0.0006202863,1
61806,0.0136140274,0.0006202863,1
61810,0.0007301036,0.0006202863,1
61845,0.0008861470,0.0006202863,1
61855,0.0187920582,0.0006202863,1
61859,0.0053767206,0.0006202863,1
61866,0.0010219893,0.0006202863,1
61868,0.0015359153,0.0006202863,1
61881,0.0020511757,0.0006202863,1
61899,0.0014452023,0.0006202863,1
61900,0.0007052861,0.0006202863,1
61932,0.0284470279,0.0006202863,1
61953,0.0336014134,0.0006202863,1
61956,0.0336014134,0.0006202863,1
