record,error,threshold,predicted,label,status
30273,0.0002629994,0.0006202863,0,0,NORMAL
30274,0.0004925054,0.0006202863,0,0,NORMAL
30275,0.0002585931,0.0006202863,0,0,NORMAL
30276,0.0002653536,0.0006202863,0,0,NORMAL
30277,0.0002079831,0.0006202863,0,0,NORMAL
30278,0.0003586429,0.0006202863,0,0,NORMAL
30279,0.0009719292,0.0006202863,1,0,ANOMALY
30280,0.0002275581,0.0006202863,0,0,NORMAL
30281,0.0001652953,0.0006202863,0,0,NORMAL
30282,0.0002077932,0.0006202863,0,0,NORMAL
30283,0.0002690013,0.0006202863,0,0,NORMAL
30284,0.0001722366,0.0006202863,0,0,NORMAL
30285,0.0002456085,0.0006202863,0,0,NORMAL
30286,0.0002655843,0.0006202863,0,0,NORMAL
30287,0.0002564852,0.0006202863,0,0,NORMAL
30288,0.0002656551,0.0006202863,0,0,NORMAL
30289,0.0001446993,0.0006202863,0,0,NORMAL
30290,0.0002340206,0.0006202863,0,0,NORMAL
30291,0.0002603717,0.0006202863,0,0,NORMAL
30292,0.0002590401,0.0006202863,0,0,NORMAL
30293,0.0002591531,0.0006202863,0,0,NORMAL
30294,0.0002858067,0.0006202863,0,0,NORMAL
30295,0.0002054204,0.0006202863,0,0,NORMAL
30296,0.0003697870,0.0006202863,0,0,NORMAL
30297,0.0002909085,0.0006202863,0,0,NORMAL
30298,0.0002030944,0.0006202863,0,0,NORMAL
30299,0.0002106661,0.0006202863,0,0,NORMAL
30300,0.0003726455,0.0006202863,0,0,NORMAL
30301,0.0001515078,0.0006202863,0,0,NORMAL
30302,0.0002581393,0.0006202863,0,0,NORMAL
30303,0.0002634643,0.0006202863,0,0,NORMAL
30304,0.0003137192,0.0006202863,0,0,NORMAL
30305,0.0002429165,0.0006202863,0,0,NORMAL
30306,0.0002848799,0.0006202863,0,0,NORMAL
30307,0.0002654353,0.0006202863,0,0,NORMAL
30308,0.0002651218,0.0006202863,0,0,NORMAL
30309,0.0002814696,0.0006202863,0,0,NORMAL
30310,0.0001770799,0.0006202863,0,0,NORMAL
30311,0.0003726455,0.0006202863,0,0,NORMAL
30312,0.0002086925,0.0006202863,0,0,NORMAL
30313,0.0003212792,0.0006202863,0,0,NORMAL
30314,0.0002329334,0.0006202863,0,0,NORMAL
30315,0.0002652962,0.0006202863,0,0,NORMAL
30316,0.0002559331,0.0006202863,0,0,NORMAL
30317,0.0003147765,0.0006202863,0,0,NORMAL
30318,0.0001425028,0.0006202863,0,0,NORMAL
30319,0.0002553535,0.0006202863,0,0,NORMAL
30320,0.0001609201,0.0006202863,0,0,NORMAL
30321,0.0002653882,0.0006202863,0,0,NORMAL
30322,0.0001720576,0.0006202863,0,0,NORMAL
30323,0.0002654712,0.0006202863,0,0,NORMAL
30324,0.0002497888,0.0006202863,0,0,NORMAL
30325,0.0002595527,0.0006202863,0,0,NORMAL
30326,0.0010143150,0.0006202863,1,0,ANOMALY
30327,0.0002612010,0.0006202863,0,0,NORMAL
30328,0.0006387105,0.0006202863,1,0,ANOMALY
30329,0.0003461971,0.0006202863,0,0,NORMAL
30330,0.0002645296,0.0006202863,0,0,NORMAL
30331,0.0002624708,0.0006202863,0,0,NORMAL
30332,0.0001806833,0.0006202863,0,0,NORMAL
30333,0.0000199159,0.0006202863,0,0,NORMAL
30334,0.0002606707,0.0006202863,0,0,NORMAL
30335,0.0004376323,0.0006202863,0,0,NORMAL
30336,0.0002613378,0.0006202863,0,0,NORMAL
30337,0.0002457226,0.0006202863,0,0,NORMAL
30338,0.0005782963,0.0006202863,0,0,NORMAL
30339,0.0001429960,0.0006202863,0,0,NORMAL
30340,0.0002456315,0.0006202863,0,0,NORMAL
30341,0.0005934505,0.0006202863,0,0,NORMAL
30342,0.0002392986,0.0006202863,0,0,NORMAL
30343,0.0002735722,0.0006202863,0,0,NORMAL
30344,0.0001787257,0.0006202863,0,0,NORMAL
30345,0.0002358612,0.0006202863,0,0,NORMAL
30346,0.0001850339,0.0006202863,0,0,NORMAL
30347,0.0002690083,0.0006202863,0,0,NORMAL
30348,0.0002032181,0.0006202863,0,0,NORMAL
30349,0.0002062996,0.0006202863,0,0,NORMAL
30350,0.0001607953,0.0006202863,0,0,NORMAL
30351,0.0002296516,0.0006202863,0,0,NORMAL
30352,0.0002128248,0.0006202863,0,0,NORMAL
30353,0.0004346251,0.0006202863,0,0,NORMAL
30354,0.0002658878,0.0006202863,0,0,NORMAL
30355,0.0001565658,0.0006202863,0,0,NORMAL
30356,0.0002585523,0.0006202863,0,0,NORMAL
30357,0.0002213871,0.0006202863,0,0,NORMAL
30358,0.0002652394,0.0006202863,0,0,NORMAL
30359,0.0002540180,0.0006202863,0,0,NORMAL
30360,0.0002514779,0.0006202863,0,0,NORMAL
30361,0.0002655259,0.0006202863,0,0,NORMAL
30362,0.0002766078,0.0006202863,0,0,NORMAL
30363,0.0001431999,0.0006202863,0,0,NORMAL
30364,0.0163939794,0.0006202863,1,0,ANOMALY
30365,0.0002032820,0.0006202863,0,0,NORMAL
30366,0.0002612170,0.0006202863,0,0,NORMAL
30367,0.0003159161,0.0006202863,0,0,NORMAL
30368,0.0004395772,0.0006202863,0,0,NORMAL
30369,0.0002591113,0.0006202863,0,0,NORMAL
30370,0.0002449788,0.0006202863,0,0,NORMAL
30371,0.0002574726,0.0006202863,0,0,NORMAL
30372,0.0002397824,0.0006202863,0,0,NORMAL
30373,0.0003140122,0.0006202863,0,0,NORMAL
30374,0.0002817093,0.0006202863,0,0,NORMAL
30375,0.0001457788,0.0006202863,0,0,NORMAL
30376,0.0002565599,0.0006202863,0,0,NORMAL
30377,0.0003514254,0.0006202863,0,0,NORMAL
30378,0.0001850329,0.0006202863,0,0,NORMAL
30379,0.0002650409,0.0006202863,0,0,NORMAL
30380,0.0003205962,0.0006202863,0,0,NORMAL
30381,0.0000206250,0.0006202863,0,0,NORMAL
30382,0.0003590186,0.0006202863,0,0,NORMAL
30383,0.0002660179,0.0006202863,0,0,NORMAL
30384,0.0001323633,0.0006202863,0,0,NORMAL
30385,0.0002325936,0.0006202863,0,0,NORMAL
30386,0.0002900069,0.0006202863,0,0,NORMAL
30387,0.0001751841,0.0006202863,0,0,NORMAL
30388,0.0002569628,0.0006202863,0,0,NORMAL
30389,0.0001667514,0.0006202863,0,0,NORMAL
30390,0.0002559551,0.0006202863,0,0,NORMAL
30391,0.0002931917,0.0006202863,0,0,NORMAL
30392,0.0002479808,0.0006202863,0,0,NORMAL
30393,0.0001889012,0.0006202863,0,0,NORMAL
30394,0.0003111725,0.0006202863,0,0,NORMAL
30395,0.0002072839,0.0006202863,0,0,NORMAL
30396,0.0001614256,0.0006202863,0,0,NORMAL
30397,0.0005915086,0.0006202863,0,0,NORMAL
30398,0.0002467018,0.0006202863,0,0,NORMAL
30399,0.0001356810,0.0006202863,0,0,NORMAL
30400,0.0002613119,0.0006202863,0,0,NORMAL
30401,0.0002647841,0.0006202863,0,0,NORMAL
30402,0.0002639039,0.0006202863,0,0,NORMAL
30403,0.0003184381,0.0006202863,0,0,NORMAL
30404,0.0006833195,0.0006202863,1,0,ANOMALY
30405,0.0002075727,0.0006202863,0,0,NORMAL
30406,0.0002652285,0.0006202863,0,0,NORMAL
30407,0.0002664374,0.0006202863,0,0,NORMAL
30408,0.0003580009,0.0006202863,0,0,NORMAL
30409,0.0004142352,0.0006202863,0,0,NORMAL
30410,0.0001277315,0.0006202863,0,0,NORMAL
30411,0.0002167843,0.0006202863,0,0,NORMAL
30412,0.0002638420,0.0006202863,0,0,NORMAL
30413,0.0002493007,0.0006202863,0,0,NORMAL
30414,0.0003373275,0.0006202863,0,0,NORMAL
30415,0.0001375359,0.0006202863,0,0,NORMAL
30416,0.0002707909,0.0006202863,0,0,NORMAL
30417,0.0002053127,0.0006202863,0,0,NORMAL
30418,0.0002076178,0.0006202863,0,0,NORMAL
30419,0.0002614461,0.0006202863,0,0,NORMAL
30420,0.0003015589,0.0006202863,0,0,NORMAL
30421,0.0002095678,0.0006202863,0,0,NORMAL
30422,0.0009335513,0.0006202863,1,0,ANOMALY
30423,0.0001834959,0.0006202863,0,0,NORMAL
30424,0.0002792020,0.0006202863,0,0,NORMAL
30425,0.0002595402,0.0006202863,0,0,NORMAL
30426,0.0003593814,0.0006202863,0,0,NORMAL
30427,0.0002600175,0.0006202863,0,0,NORMAL
30428,0.0002298442,0.0006202863,0,0,NORMAL
30429,0.0005684141,0.0006202863,0,0,NORMAL
30430,0.0002198054,0.0006202863,0,0,NORMAL
30431,0.0002086838,0.0006202863,0,0,NORMAL
30432,0.0002785540,0.0006202863,0,0,NORMAL
30433,0.0001405836,0.0006202863,0,0,NORMAL
30434,0.0016202442,0.0006202863,1,0,ANOMALY
30435,0.0003708080,0.0006202863,0,0,NORMAL
30436,0.0002655803,0.0006202863,0,0,NORMAL
30437,0.0002610377,0.0006202863,0,0,NORMAL
30438,0.0002656568,0.0006202863,0,0,NORMAL
30439,0.0002566242,0.0006202863,0,0,NORMAL
30440,0.0002501404,0.0006202863,0,0,NORMAL
30441,0.0001540095,0.0006202863,0,0,NORMAL
30442,0.0001625261,0.0006202863,0,0,NORMAL
30443,0.0015514695,0.0006202863,1,0,ANOMALY
30444,0.0001363489,0.0006202863,0,0,NORMAL
30445,0.0002086749,0.0006202863,0,0,NORMAL
30446,0.0005756610,0.0006202863,0,0,NORMAL
30447,0.0002557131,0.0006202863,0,0,NORMAL
30448,0.0002614179,0.0006202863,0,0,NORMAL
30449,0.0002571932,0.0006202863,0,0,NORMAL
30450,0.0002596681,0.0006202863,0,0,NORMAL
30451,0.0002107326,0.0006202863,0,0,NORMAL
30452,0.0004394072,0.0006202863,0,0,NORMAL
30453,0.0001377275,0.0006202863,0,0,NORMAL
30454,0.0003772759,0.0006202863,0,0,NORMAL
30455,0.0004618903,0.0006202863,0,0,NORMAL
30456,0.0003988611,0.0006202863,0,0,NORMAL
30457,0.0002391184,0.0006202863,0,0,NORMAL
30458,0.0000231486,0.0006202863,0,0,NORMAL
30459,0.0001647698,0.0006202863,0,0,NORMAL
30460,0.0001245839,0.0006202863,0,0,NORMAL
30461,0.0002590983,0.0006202863,0,0,NORMAL
30462,0.0002862975,0.0006202863,0,0,NORMAL
30463,0.0002062873,0.0006202863,0,0,NORMAL
30464,0.0002658088,0.0006202863,0,0,NORMAL
30465,0.0003716690,0.0006202863,0,0,NORMAL
30466,0.0002336084,0.0006202863,0,0,NORMAL
30467,0.0002652845,0.0006202863,0,0,NORMAL
30468,0.0002627531,0.0006202863,0,0,NORMAL
30469,0.0002738120,0.0006202863,0,0,NORMAL
30470,0.0001937028,0.0006202863,0,0,NORMAL
30471,0.0002490940,0.0006202863,0,0,NORMAL
30472,0.0002642145,0.0006202863,0,0,NORMAL
30473,0.0002100322,0.0006202863,0,0,NORMAL
30474,0.0002643403,0.0006202863,0,0,NORMAL
30475,0.0001258122,0.0006202863,0,0,NORMAL
30476,0.0002621156,0.0006202863,0,0,NORMAL
30477,0.0004549011,0.0006202863,0,0,NORMAL
30478,0.0002959571,0.0006202863,0,0,NORMAL
30479,0.0003140976,0.0006202863,0,0,NORMAL
30480,0.0002728587,0.0006202863,0,0,NORMAL
30481,0.0002563524,0.0006202863,0,0,NORMAL
30482,0.0003704123,0.0006202863,0,0,NORMAL
30483,0.0002608125,0.0006202863,0,0,NORMAL
30484,0.0002475338,0.0006202863,0,0,NORMAL
30485,0.0001938426,0.0006202863,0,0,NORMAL
30486,0.0002471502,0.0006202863,0,0,NORMAL
30487,0.0002647839,0.0006202863,0,0,NORMAL
30488,0.0002456284,0.0006202863,0,0,NORMAL
30489,0.0001953136,0.0006202863,0,0,NORMAL
30490,0.0002319812,0.0006202863,0,0,NORMAL
30491,0.0000143725,0.0006202863,0,0,NORMAL
30492,0.0001282117,0.0006202863,0,0,NORMAL
30493,0.0002078611,0.0006202863,0,0,NORMAL
30494,0.0002522014,0.0006202863,0,0,NORMAL
30495,0.0005619315,0.0006202863,0,0,NORMAL
30496,0.0003215568,0.0006202863,0,0,NORMAL
30497,0.0002745835,0.0006202863,0,0,NORMAL
30498,0.0001886359,0.0006202863,0,0,NORMAL
30499,0.0003680563,0.0006202863,0,0,NORMAL
30500,0.0002161400,0.0006202863,0,0,NORMAL
30501,0.0001431201,0.0006202863,0,0,NORMAL
30502,0.0002644665,0.0006202863,0,0,NORMAL
30503,0.0003036410,0.0006202863,0,0,NORMAL
30504,0.0002632921,0.0006202863,0,0,NORMAL
30505,0.0007375935,0.0006202863,1,0,ANOMALY
30506,0.0002562255,0.0006202863,0,0,NORMAL
30507,0.0002423911,0.0006202863,0,0,NORMAL
30508,0.0002547376,0.0006202863,0,0,NORMAL
30509,0.0001646837,0.0006202863,0,0,NORMAL
30510,0.0002428260,0.0006202863,0,0,NORMAL
30511,0.0002615250,0.0006202863,0,0,NORMAL
30512,0.0002412703,0.0006202863,0,0,NORMAL
30513,0.0004859441,0.0006202863,0,0,NORMAL
30514,0.0001430087,0.0006202863,0,0,NORMAL
30515,0.0002602680,0.0006202863,0,0,NORMAL
30516,0.0003722690,0.0006202863,0,0,NORMAL
30517,0.0002641525,0.0006202863,0,0,NORMAL
30518,0.0004604581,0.0006202863,0,0,NORMAL
30519,0.0002390372,0.0006202863,0,0,NORMAL
30520,0.0002178791,0.0006202863,0,0,NORMAL
30521,0.0002611948,0.0006202863,0,0,NORMAL
30522,0.0002621062,0.0006202863,0,0,NORMAL
30523,0.0002655928,0.0006202863,0,0,NORMAL
30524,0.0002590054,0.0006202863,0,0,NORMAL
30525,0.0002651702,0.0006202863,0,0,NORMAL
30526,0.0000197077,0.0006202863,0,0,NORMAL
30527,0.0002041711,0.0006202863,0,0,NORMAL
30528,0.0002831090,0.0006202863,0,0,NORMAL
30529,0.0002619938,0.0006202863,0,0,NORMAL
30530,0.0001981210,0.0006202863,0,0,NORMAL
30531,0.0002655927,0.0006202863,0,0,NORMAL
30532,0.0002817194,0.0006202863,0,0,NORMAL
30533,0.0004348697,0.0006202863,0,0,NORMAL
30534,0.0002456980,0.0006202863,0,0,NORMAL
30535,0.0002648745,0.0006202863,0,0,NORMAL
30536,0.0002626108,0.0006202863,0,0,NORMAL
30537,0.0002302751,0.0006202863,0,0,NORMAL
30538,0.0009479300,0.0006202863,1,0,ANOMALY
30539,0.0002484217,0.0006202863,0,0,NORMAL
30540,0.0001904468,0.0006202863,0,0,NORMAL
30541,0.0002608521,0.0006202863,0,0,NORMAL
30542,0.0002644033,0.0006202863,0,0,NORMAL
30543,0.0002088664,0.0006202863,0,0,NORMAL
30544,0.0002997301,0.0006202863,0,0,NORMAL
30545,0.0002086560,0.0006202863,0,0,NORMAL
30546,0.0002546764,0.0006202863,0,0,NORMAL
30547,0.0002529973,0.0006202863,0,0,NORMAL
30548,0.0002078728,0.0006202863,0,0,NORMAL
30549,0.0002318707,0.0006202863,0,0,NORMAL
30550,0.0002824078,0.0006202863,0,0,NORMAL
30551,0.0003060071,0.0006202863,0,0,NORMAL
30552,0.0003600086,0.0006202863,0,0,NORMAL
30553,0.0000176635,0.0006202863,0,0,NORMAL
30554,0.0002771395,0.0006202863,0,0,NORMAL
30555,0.0002743299,0.0006202863,0,0,NORMAL
30556,0.0003787476,0.0006202863,0,0,NORMAL
30557,0.0002587468,0.0006202863,0,0,NORMAL
30558,0.0002589331,0.0006202863,0,0,NORMAL
30559,0.0002929572,0.0006202863,0,0,NORMAL
30560,0.0002108219,0.0006202863,0,0,NORMAL
30561,0.0002914993,0.0006202863,0,0,NORMAL
30562,0.0002966659,0.0006202863,0,0,NORMAL
30563,0.0002757838,0.0006202863,0,0,NORMAL
30564,0.0002797321,0.0006202863,0,0,NORMAL
30565,0.0003513214,0.0006202863,0,0,NORMAL
30566,0.0002694743,0.0006202863,0,0,NORMAL
30567,0.0003426610,0.0006202863,0,0,NORMAL
30568,0.0000183009,0.0006202863,0,0,NORMAL
30569,0.0006594386,0.0006202863,1,0,ANOMALY
30570,0.0005777609,0.0006202863,0,0,NORMAL
30571,0.0002606146,0.0006202863,0,0,NORMAL
30572,0.0003360560,0.0006202863,0,0,NORMAL
30573,0.0002648481,0.0006202863,0,0,NORMAL
30574,0.0015458323,0.0006202863,1,0,ANOMALY
30575,0.0002041469,0.0006202863,0,0,NORMAL
30576,0.0002623251,0.0006202863,0,0,NORMAL
30577,0.0002647841,0.0006202863,0,0,NORMAL
30578,0.0002631978,0.0006202863,0,0,NORMAL
30579,0.0002654474,0.0006202863,0,0,NORMAL
30580,0.0010383577,0.0006202863,1,0,ANOMALY
30581,0.0002500160,0.0006202863,0,0,NORMAL
30582,0.0002301354,0.0006202863,0,0,NORMAL
30583,0.0002596681,0.0006202863,0,0,NORMAL
30584,0.0006103631,0.0006202863,0,0,NORMAL
30585,0.0005128515,0.0006202863,0,0,NORMAL
30586,0.0002380874,0.0006202863,0,0,NORMAL
30587,0.0002582453,0.0006202863,0,0,NORMAL
30588,0.0001322578,0.0006202863,0,0,NORMAL
30589,0.0002524180,0.0006202863,0,0,NORMAL
30590,0.0002634739,0.0006202863,0,0,NORMAL
30591,0.0002655557,0.0006202863,0,0,NORMAL
30592,0.0000160186,0.0006202863,0,0,NORMAL
30593,0.0002032312,0.0006202863,0,0,NORMAL
30594,0.0002620350,0.0006202863,0,0,NORMAL
30595,0.0002313101,0.0006202863,0,0,NORMAL
30596,0.0002605507,0.0006202863,0,0,NORMAL
30597,0.0002112294,0.0006202863,0,0,NORMAL
30598,0.0000929931,0.0006202863,0,0,NORMAL
30599,0.0002638421,0.0006202863,0,0,NORMAL
30600,0.0003523198,0.0006202863,0,0,NORMAL
30601,0.0002617097,0.0006202863,0,0,NORMAL
30602,0.0002613437,0.0006202863,0,0,NORMAL
30603,0.0002308013,0.0006202863,0,0,NORMAL
30604,0.0003276843,0.0006202863,0,0,NORMAL
30605,0.0002098981,0.0006202863,0,0,NORMAL
30606,0.0002639657,0.0006202863,0,0,NORMAL
30607,0.0002564400,0.0006202863,0,0,NORMAL
30608,0.0004363225,0.0006202863,0,0,NORMAL
30609,0.0003072562,0.0006202863,0,0,NORMAL
30610,0.0004711002,0.0006202863,0,0,NORMAL
30611,0.0002101618,0.0006202863,0,0,NORMAL
30612,0.0002624720,0.0006202863,0,0,NORMAL
30613,0.0004351722,0.0006202863,0,0,NORMAL
30614,0.0003114514,0.0006202863,0,0,NORMAL
30615,0.0163530793,0.0006202863,1,0,ANOMALY
30616,0.0003158348,0.0006202863,0,0,NORMAL
30617,0.0001788272,0.0006202863,0,0,NORMAL
30618,0.0002285877,0.0006202863,0,0,NORMAL
30619,0.0003485153,0.0006202863,0,0,NORMAL
30620,0.0002888245,0.0006202863,0,0,NORMAL
30621,0.0004749898,0.0006202863,0,0,NORMAL
30622,0.0003041629,0.0006202863,0,0,NORMAL
30623,0.0001871004,0.0006202863,0,0,NORMAL
30624,0.0002611443,0.0006202863,0,0,NORMAL
30625,0.0003123412,0.0006202863,0,0,NORMAL
30626,0.0003426108,0.0006202863,0,0,NORMAL
30627,0.0003481562,0.0006202863,0,0,NORMAL
30628,0.0000198968,0.0006202863,0,0,NORMAL
30629,0.0000233249,0.0006202863,0,0,NORMAL
30630,0.0002303363,0.0006202863,0,0,NORMAL
30631,0.0003302472,0.0006202863,0,0,NORMAL
30632,0.0002434391,0.0006202863,0,0,NORMAL
30633,0.0002086492,0.0006202863,0,0,NORMAL
30634,0.0002620302,0.0006202863,0,0,NORMAL
30635,0.0002797677,0.0006202863,0,0,NORMAL
30636,0.0002534321,0.0006202863,0,0,NORMAL
30637,0.0002612004,0.0006202863,0,0,NORMAL
30638,0.0002981761,0.0006202863,0,0,NORMAL
30639,0.0003246817,0.0006202863,0,0,NORMAL
30640,0.0002823157,0.0006202863,0,0,NORMAL
30641,0.0003069726,0.0006202863,0,0,NORMAL
30642,0.0003486951,0.0006202863,0,0,NORMAL
30643,0.0001647545,0.0006202863,0,0,NORMAL
30644,0.0002146490,0.0006202863,0,0,NORMAL
30645,0.0003180557,0.0006202863,0,0,NORMAL
30646,0.0002965100,0.0006202863,0,0,NORMAL
30647,0.0010498925,0.0006202863,1,0,ANOMALY
30648,0.0002620289,0.0006202863,0,0,NORMAL
30649,0.0001356799,0.0006202863,0,0,NORMAL
30650,0.0002140999,0.0006202863,0,0,NORMAL
30651,0.0003483082,0.0006202863,0,0,NORMAL
30652,0.0002653304,0.0006202863,0,0,NORMAL
30653,0.0082892627,0.0006202863,1,0,ANOMALY
30654,0.0003087178,0.0006202863,0,0,NORMAL
30655,0.0002379357,0.0006202863,0,0,NORMAL
30656,0.0002605385,0.0006202863,0,0,NORMAL
30657,0.0004353674,0.0006202863,0,0,NORMAL
30658,0.0002609127,0.0006202863,0,0,NORMAL
30659,0.0082892627,0.0006202863,1,0,ANOMALY
30660,0.0003080198,0.0006202863,0,0,NORMAL
30661,0.0002583526,0.0006202863,0,0,NORMAL
30662,0.0002282651,0.0006202863,0,0,NORMAL
30663,0.0002074722,0.0006202863,0,0,NORMAL
30664,0.0001416666,0.0006202863,0,0,NORMAL
30665,0.0002624585,0.0006202863,0,0,NORMAL
30666,0.0002642149,0.0006202863,0,0,NORMAL
30667,0.0002636660,0.0006202863,0,0,NORMAL
30668,0.0002618050,0.0006202863,0,0,NORMAL
30669,0.0003479600,0.0006202863,0,0,NORMAL
30670,0.0002573679,0.0006202863,0,0,NORMAL
30671,0.0002319634,0.0006202863,0,0,NORMAL
30672,0.0002800468,0.0006202863,0,0,NORMAL
30673,0.0002579041,0.0006202863,0,0,NORMAL
30674,0.0002115085,0.0006202863,0,0,NORMAL
30675,0.0002070823,0.0006202863,0,0,NORMAL
30676,0.0003185145,0.0006202863,0,0,NORMAL
30677,0.0002585932,0.0006202863,0,0,NORMAL
30678,0.0004348081,0.0006202863,0,0,NORMAL
30679,0.0002642147,0.0006202863,0,0,NORMAL
30680,0.0002462053,0.0006202863,0,0,NORMAL
30681,0.0002572888,0.0006202863,0,0,NORMAL
30682,0.0003347880,0.0006202863,0,0,NORMAL
30683,0.0002740592,0.0006202863,0,0,NORMAL
30684,0.0002572253,0.0006202863,0,0,NORMAL
30685,0.0009241090,0.0006202863,1,0,ANOMALY
30686,0.0002626771,0.0006202863,0,0,NORMAL
30687,0.0000136131,0.0006202863,0,0,NORMAL
30688,0.0002727569,0.0006202863,0,0,NORMAL
30689,0.0002846655,0.0006202863,0,0,NORMAL
30690,0.0002619668,0.0006202863,0,0,NORMAL
30691,0.0006118269,0.0006202863,0,0,NORMAL
30692,0.0014820529,0.0006202863,1,0,ANOMALY
30693,0.0002842037,0.0006202863,0,0,NORMAL
30694,0.0002592666,0.0006202863,0,0,NORMAL
30695,0.0002034584,0.0006202863,0,0,NORMAL
30696,0.0002945775,0.0006202863,0,0,NORMAL
30697,0.0002655804,0.0006202863,0,0,NORMAL
30698,0.0003194929,0.0006202863,0,0,NORMAL
30699,0.0002034023,0.0006202863,0,0,NORMAL
30700,0.0002649938,0.0006202863,0,0,NORMAL
30701,0.0002604300,0.0006202863,0,0,NORMAL
30702,0.0003067362,0.0006202863,0,0,NORMAL
30703,0.0003200251,0.0006202863,0,0,NORMAL
30704,0.0002628124,0.0006202863,0,0,NORMAL
30705,0.0002851940,0.0006202863,0,0,NORMAL
30706,0.0011912581,0.0006202863,1,0,ANOMALY
30707,0.0006109881,0.0006202863,0,0,NORMAL
30708,0.0002646566,0.0006202863,0,0,NORMAL
30709,0.0001909251,0.0006202863,0,0,NORMAL
30710,0.0003121601,0.0006202863,0,0,NORMAL
30711,0.0002652173,0.0006202863,0,0,NORMAL
30712,0.0002642149,0.0006202863,0,0,NORMAL
30713,0.0002533332,0.0006202863,0,0,NORMAL
30714,0.0003194969,0.0006202863,0,0,NORMAL
30715,0.0002821656,0.0006202863,0,0,NORMAL
30716,0.0002619698,0.0006202863,0,0,NORMAL
30717,0.0002618789,0.0006202863,0,0,NORMAL
30718,0.0002598369,0.0006202863,0,0,NORMAL
30719,0.0002360001,0.0006202863,0,0,NORMAL
30720,0.0003093060,0.0006202863,0,0,NORMAL
30721,0.0002830956,0.0006202863,0,0,NORMAL
30722,0.0002594777,0.0006202863,0,0,NORMAL
30723,0.0000227976,0.0006202863,0,0,NORMAL
30724,0.0002163397,0.0006202863,0,0,NORMAL
30725,0.0002640278,0.0006202863,0,0,NORMAL
30726,0.0002647841,0.0006202863,0,0,NORMAL
30727,0.0002090021,0.0006202863,0,0,NORMAL
30728,0.0007148726,0.0006202863,1,0,ANOMALY
30729,0.0001065914,0.0006202863,0,0,NORMAL
30730,0.0002550102,0.0006202863,0,0,NORMAL
30731,0.0004892422,0.0006202863,0,0,NORMAL
30732,0.0002649121,0.0006202863,0,0,NORMAL
30733,0.0002918450,0.0006202863,0,0,NORMAL
30734,0.0002653076,0.0006202863,0,0,NORMAL
30735,0.0000176449,0.0006202863,0,0,NORMAL
30736,0.0002864353,0.0006202863,0,0,NORMAL
30737,0.0002846063,0.0006202863,0,0,NORMAL
30738,0.0002091984,0.0006202863,0,0,NORMAL
30739,0.0002813573,0.0006202863,0,0,NORMAL
30740,0.0002227762,0.0006202863,0,0,NORMAL
30741,0.0001489156,0.0006202863,0,0,NORMAL
30742,0.0002522481,0.0006202863,0,0,NORMAL
30743,0.0002086845,0.0006202863,0,0,NORMAL
30744,0.0001323561,0.0006202863,0,0,NORMAL
30745,0.0006710245,0.0006202863,1,0,ANOMALY
30746,0.0002609322,0.0006202863,0,0,NORMAL
30747,0.0002622271,0.0006202863,0,0,NORMAL
30748,0.0002173153,0.0006202863,0,0,NORMAL
30749,0.0002034389,0.0006202863,0,0,NORMAL
30750,0.0002634133,0.0006202863,0,0,NORMAL
30751,0.0002295828,0.0006202863,0,0,NORMAL
30752,0.0002620514,0.0006202863,0,0,NORMAL
30753,0.0002658218,0.0006202863,0,0,NORMAL
30754,0.0002032855,0.0006202863,0,0,NORMAL
30755,0.0003115605,0.0006202863,0,0,NORMAL
30756,0.0004347080,0.0006202863,0,0,NORMAL
30757,0.0002795006,0.0006202863,0,0,NORMAL
30758,0.0003882679,0.0006202863,0,0,NORMAL
30759,0.0004172896,0.0006202863,0,0,NORMAL
30760,0.0005882830,0.0006202863,0,0,NORMAL
30761,0.0003575464,0.0006202863,0,0,NORMAL
30762,0.0002771142,0.0006202863,0,0,NORMAL
30763,0.0004281967,0.0006202863,0,0,NORMAL
30764,0.0003485049,0.0006202863,0,0,NORMAL
30765,0.0003122528,0.0006202863,0,0,NORMAL
30766,0.0003091744,0.0006202863,0,0,NORMAL
30767,0.0003480922,0.0006202863,0,0,NORMAL
30768,0.0006832058,0.0006202863,1,0,ANOMALY
30769,0.0002618100,0.0006202863,0,0,NORMAL
30770,0.0002321842,0.0006202863,0,0,NORMAL
30771,0.0004396239,0.0006202863,0,0,NORMAL
30772,0.0005050789,0.0006202863,0,0,NORMAL
30773,0.0002621864,0.0006202863,0,0,NORMAL
30774,0.0002624000,0.0006202863,0,0,NORMAL
30775,0.0002649122,0.0006202863,0,0,NORMAL
30776,0.0004400043,0.0006202863,0,0,NORMAL
30777,0.0002132837,0.0006202863,0,0,NORMAL
30778,0.0002356818,0.0006202863,0,0,NORMAL
30779,0.0002095946,0.0006202863,0,0,NORMAL
30780,0.0002632316,0.0006202863,0,0,NORMAL
30781,0.0002828349,0.0006202863,0,0,NORMAL
30782,0.0001894633,0.0006202863,0,0,NORMAL
30783,0.0003121262,0.0006202863,0,0,NORMAL
30784,0.0003110154,0.0006202863,0,0,NORMAL
30785,0.0002798175,0.0006202863,0,0,NORMAL
30786,0.0002631699,0.0006202863,0,0,NORMAL
30787,0.0002525413,0.0006202863,0,0,NORMAL
30788,0.0002356818,0.0006202863,0,0,NORMAL
30789,0.0002594210,0.0006202863,0,0,NORMAL
